serviceCode,serviceCodeCategoryID,serviceCodeCategory,serviceName,BusinessUnitCategory
169-512,169,VISITING CONSULTANT FEE,DR.VIDYA SAGARJ V S(TWIN SHARING WARD VISITING CONSULTATION),
169-513,169,VISITING CONSULTANT FEE,DR.VIDYA SAGARJ V S(TRIPLE SHARING WARD VISITING CONSULTATION),
169-514,169,VISITING CONSULTANT FEE,DR.VIDYA SAGARJ V S(DELUXE ROOM VISITING CONSULTATION),
114-1,170,DIETICIAN CONSULTATION FEE,NUTRITION,
171-1,171,NURSING CHARGES,NURSING CHARGES,
164-5,173,OT INSTRUMENT CHARGES,OT INSTRUMENT CHARGES,
173-11,173,OT INSTRUMENT CHARGES,C - ARM ( PER CASE ),
141-3,172,CRITICAL CARE SUPPORT,CATHETERISATION,
172-3,172,CRITICAL CARE SUPPORT,CRITICAL CARE SUPPORT,
172_3,172,CRITICAL CARE SUPPORT,C ARM USED,
172-102,172,CRITICAL CARE SUPPORT,ALPHA BED,
172-103,172,CRITICAL CARE SUPPORT,CARDIAC MONITOR,
172-105,172,CRITICAL CARE SUPPORT,PULSE OXIMETER,
172-107,172,CRITICAL CARE SUPPORT,VENTILATOR,
172-108,172,CRITICAL CARE SUPPORT,VENTILATOR ( C-PAP),
172-109,172,CRITICAL CARE SUPPORT,VENTILATOR ( WITH NITRIC OXIDE SUPPORT),
172-110,172,CRITICAL CARE SUPPORT,VENTILATOR Bi-PAP,
172-113,172,CRITICAL CARE SUPPORT,INFUSION PUMP ( PER PUMP ),
172-116,172,CRITICAL CARE SUPPORT,SYRINGE PUMP ( PER PUMP ),
172-117,172,CRITICAL CARE SUPPORT,VENTILATOR,
172-118,172,CRITICAL CARE SUPPORT,VENTILATOR ( C - PAP ),
172-119,172,CRITICAL CARE SUPPORT,VENTILATOR   ( WITH NITRIC OXIDE SUPPORT   ),
172-120,172,CRITICAL CARE SUPPORT,VENTILATOR   Bi - PAP,
172-121,172,CRITICAL CARE SUPPORT,OXYGEN,
172-122,172,CRITICAL CARE SUPPORT,CENTRAL LINE,
172-123,172,CRITICAL CARE SUPPORT,ALAPHA TRANCELL,
172-124,172,CRITICAL CARE SUPPORT,ALPHAXELL,
172-125,172,CRITICAL CARE SUPPORT,NIMBUS,
172-126,172,CRITICAL CARE SUPPORT,FLOWTRON EXCEL PUMP,
172-127,172,CRITICAL CARE SUPPORT,FLOWTRON EXCEL  STSTEM(CALF LENGTH),
172-128,172,CRITICAL CARE SUPPORT,FLOWTRON EXCEL  STSTEM(THIGH LENGTH),
172_31,172,CRITICAL CARE SUPPORT,ULTRA CISION-USED,
172_32,172,CRITICAL CARE SUPPORT,CUSA - USED,
172_33,172,CRITICAL CARE SUPPORT,ORGA PROB - USED,
172_34,172,CRITICAL CARE SUPPORT,BIPOLAR,
172_35,172,CRITICAL CARE SUPPORT,MICROSCOPE USED,
172_36,172,CRITICAL CARE SUPPORT,FLEXOMETALLIC TUBE,
172_37,172,CRITICAL CARE SUPPORT,L.M.A,
172_38,172,CRITICAL CARE SUPPORT,IGEL MASK USED,
172_39,172,CRITICAL CARE SUPPORT,GIGLISA WIRE,
172_40,172,CRITICAL CARE SUPPORT,MICRODRILL  BIT -----------3000.00,
172_41,172,CRITICAL CARE SUPPORT,FLEXOMETALLIC TUBE (NEW),
172_42,172,CRITICAL CARE SUPPORT,MESH USED,
172_43,172,CRITICAL CARE SUPPORT,PROTACK USED,
172_44,172,CRITICAL CARE SUPPORT,ultra section(harmonic scalpal),
172_45,172,CRITICAL CARE SUPPORT,fibropitic endoscope,
172_46,172,CRITICAL CARE SUPPORT,ENS PROTACK,
172_47,172,CRITICAL CARE SUPPORT,protak,
172_48,172,CRITICAL CARE SUPPORT,fibratic branchoscopy,
172_49,172,CRITICAL CARE SUPPORT,sauvage patch,
172_50,172,CRITICAL CARE SUPPORT,ENDOBRANCHIAL TUBE,
172_51,172,CRITICAL CARE SUPPORT,TRANSDUCER SET,
172_52,172,CRITICAL CARE SUPPORT,ENS PROTAC,
172_53,172,CRITICAL CARE SUPPORT,HARMONIC,
172_54,172,CRITICAL CARE SUPPORT,ens protak,
172_55,172,CRITICAL CARE SUPPORT,TA 45,
172_56,172,CRITICAL CARE SUPPORT,L.M.A,
172_57,172,CRITICAL CARE SUPPORT,LEGEND,
172_58,172,CRITICAL CARE SUPPORT,LEGEND,
172_59,172,CRITICAL CARE SUPPORT,LEGEND(9AC75),
172_60,172,CRITICAL CARE SUPPORT,DRILLBIT,
172_61,172,CRITICAL CARE SUPPORT,F2/8T/A23,
172_62,172,CRITICAL CARE SUPPORT,CAUTRY CABLE,
172_63,172,CRITICAL CARE SUPPORT,Topaz,
172_64,172,CRITICAL CARE SUPPORT,ELIMINATOR,
172_65,172,CRITICAL CARE SUPPORT,EARTHING PAD,
172_66,172,CRITICAL CARE SUPPORT,CAMERA DRAPE,
172_67,172,CRITICAL CARE SUPPORT,PROTAC,
172_68,172,CRITICAL CARE SUPPORT,PROTAC,
172_69,172,CRITICAL CARE SUPPORT,HARMONIC,
172_70,172,CRITICAL CARE SUPPORT,SKIN STAPLER,
172_71,172,CRITICAL CARE SUPPORT,EARTHING PAD,
172_72,172,CRITICAL CARE SUPPORT,C ARM COVER,
172_73,172,CRITICAL CARE SUPPORT,PROTAC 4 CLIPS,
172_74,172,CRITICAL CARE SUPPORT,AMPLATZ RENAL DILATOR SET-075000,
172_75,172,CRITICAL CARE SUPPORT,AMPLATZ RENAL DILATOR SET-075000,
172_76,172,CRITICAL CARE SUPPORT,SKIN STAPLER (NEW),
172_77,172,CRITICAL CARE SUPPORT,K.WIRE,
172_78,172,CRITICAL CARE SUPPORT,K.WIRE (6),
172_79,172,CRITICAL CARE SUPPORT,STIMUPLEX NEEDLE 50,
172_80,172,CRITICAL CARE SUPPORT,"PLASTER OF PARIS 4""",
172_81,172,CRITICAL CARE SUPPORT,LAPROSCOPY,
172_82,172,CRITICAL CARE SUPPORT,MESH,
172_83,172,CRITICAL CARE SUPPORT,VELCAST 12INCH,
172_84,172,CRITICAL CARE SUPPORT,CAMERA DRAPE,
172_85,172,CRITICAL CARE SUPPORT,LIGA CLIP LT 102,
172_86,172,CRITICAL CARE SUPPORT,PROTAC 4 CLIPS,
172_87,172,CRITICAL CARE SUPPORT,mesh,
172_88,172,CRITICAL CARE SUPPORT,HARMONIC PROBE,
172_89,172,CRITICAL CARE SUPPORT,PREMAFIX  2000,
172_90,172,CRITICAL CARE SUPPORT,PERMAFIX,
172_91,172,CRITICAL CARE SUPPORT,permafix,
172_92,172,CRITICAL CARE SUPPORT,STAR VAC,
172_93,172,CRITICAL CARE SUPPORT,PROTAK,
172_94,172,CRITICAL CARE SUPPORT,protac,
172_95,172,CRITICAL CARE SUPPORT,HARMONIC,
172_96,172,CRITICAL CARE SUPPORT,L.M.A,
172_97,172,CRITICAL CARE SUPPORT,STRYKER MESH,
172_98,172,CRITICAL CARE SUPPORT,PROTAC 3 CLIPS,
172_99,172,CRITICAL CARE SUPPORT,PROTAC,
172_100,172,CRITICAL CARE SUPPORT,HARMONIC,
172_101,172,CRITICAL CARE SUPPORT,PROTAC  ( 1000*12=12000 ),
172_102,172,CRITICAL CARE SUPPORT,PROTAC  ( 1000*12=Rs12000 ),
172_103,172,CRITICAL CARE SUPPORT,HARMONIC,
172_104,172,CRITICAL CARE SUPPORT,PROTAC 9 CLIPS,
172_105,172,CRITICAL CARE SUPPORT,axe,
172_106,172,CRITICAL CARE SUPPORT,CUSA USED ---,
172_107,172,CRITICAL CARE SUPPORT,MESH ----1500,
172_108,172,CRITICAL CARE SUPPORT,DISPOSIBLE WRAPERS---->200,
172-216,172,CRITICAL CARE SUPPORT,ARTERIAL LINE,
172_110,172,CRITICAL CARE SUPPORT,k wire,
172_111,172,CRITICAL CARE SUPPORT,CTS MAQUET ACROBACT,
172_112,172,CRITICAL CARE SUPPORT,IMP K WIRE(2)----188,
172_113,172,CRITICAL CARE SUPPORT,C ARM USED,
172_114,172,CRITICAL CARE SUPPORT,MAQUET ACROBAT-I-STABLIZAR SYSTEM,
172_115,172,CRITICAL CARE SUPPORT,RFA,
172_116,172,CRITICAL CARE SUPPORT,RFA LASER,
172_117,172,CRITICAL CARE SUPPORT,RFA ,
174-31,174,MISCELLANEOUS SERVICES,MISCELLANEOUS SERVICES,
174-100,174,MISCELLANEOUS SERVICES,MLC,
174-889,174,MISCELLANEOUS SERVICES,SUR CHARGES,
174-101,174,MISCELLANEOUS SERVICES,CD Charges,
1152-F,174,MISCELLANEOUS SERVICES,FULL AND FINAL SETTLEMENT,
174-888,174,MISCELLANEOUS SERVICES,CONSTRAST CHARGES,
174-103,174,MISCELLANEOUS SERVICES,DIET CHARGES,
174-104,174,MISCELLANEOUS SERVICES,SPECIAL NURSING SERVICES,
174-107,174,MISCELLANEOUS SERVICES,Ambulance Medical Transport (up to 10 KM) BEYOND 10 KM( 15 Rs EXTRA),
174-108,174,MISCELLANEOUS SERVICES,Ambulence EMERGENCY MEDICAL SERVICE (along with Paramdic up to 10 KM) BEYOND 10 KM( 20 Rs EXTRA),
174-109,174,MISCELLANEOUS SERVICES,Ambulance Critical Care Transport ( Without Ventilator within Hyderabad),
174-110,174,MISCELLANEOUS SERVICES,Ambulance Critical Care Transport ( Without Ventilator out of Hyderabad) Per Kilometer,
174-111,174,MISCELLANEOUS SERVICES,Ambulance Critical Care Transport ( With  Ventilator  within Hyderabad),
174-112,174,MISCELLANEOUS SERVICES,Ambulance Critical Care Transport ( With  Ventilator  out of  Hyderabad 100rs extra per kilometer),
174-122,174,MISCELLANEOUS SERVICES,POP CHARGES-MINOR,
174-1,174,MISCELLANEOUS SERVICES,TAX,
174,174,MISCELLANEOUS SERVICES,AMBULANCE CHARGES,
175-101,175,PROCEDURE CHARGES,Endoscopy-Retro,
175-102,175,PROCEDURE CHARGES,ENDOSCOPY- HCV,
175-103,175,PROCEDURE CHARGES,ENDOSCOPY-HBsAg,
175-104,175,PROCEDURE CHARGES,Biopsy (Endoscopy),
SICU,179,ICU CHARGES,SURGICAL INTENSIVE CARE UNIT (SICU ),
164-7,180,PACKAGE CHARGES,OPERATION PACKAGE CHARGES,
177-154,177,FOOD AND BEVARAGES,IP-IDLY VADA,
177-178,177,FOOD AND BEVARAGES,IP-VEG NOODLES,
177-223,177,FOOD AND BEVARAGES,IP-SAMBAR VADA,
177-248,177,FOOD AND BEVARAGES,7UP MY CAN,
177-274,177,FOOD AND BEVARAGES,Ip-Idly-2,
177-275,177,FOOD AND BEVARAGES,Ip-Vada-2,
177-276,177,FOOD AND BEVARAGES,Ip-Poori-2,
177-277,177,FOOD AND BEVARAGES,Ip-Upma,
177-278,177,FOOD AND BEVARAGES,Ip-Pongal,
177-279,177,FOOD AND BEVARAGES,Ip-Plain Dosa,
177-280,177,FOOD AND BEVARAGES,Ip-Any Dosa/Uttapam,
177-281,177,FOOD AND BEVARAGES,Ip-Chapathi-2,
177-282,177,FOOD AND BEVARAGES,Ip-Pulka-3,
177-283,177,FOOD AND BEVARAGES,Ip-Bread Omlet,
177-284,177,FOOD AND BEVARAGES,Ip-Boiled Egg-1,
177-285,177,FOOD AND BEVARAGES,Ip-Omlet,
177-286,177,FOOD AND BEVARAGES,IP-VEG/EGG/CHEESE G.SANDWICH,
177-287,177,FOOD AND BEVARAGES,Ip-Oats,
177-288,177,FOOD AND BEVARAGES,Ip-Corn Flakes,
177-289,177,FOOD AND BEVARAGES,Ip-Bread Jam-3,
177-290,177,FOOD AND BEVARAGES,Ip-Tea,
177-291,177,FOOD AND BEVARAGES,Ip-Flv Tea,
177-292,177,FOOD AND BEVARAGES,Ip-Coffee,
177-293,177,FOOD AND BEVARAGES,Ip-Bru Coffee,
177-294,177,FOOD AND BEVARAGES,Ip-Milk-100ml,
177-295,177,FOOD AND BEVARAGES,Ip-Milk-200ml,
177-296,177,FOOD AND BEVARAGES,Ip-Milk200ml & Bread,
177-297,177,FOOD AND BEVARAGES,Ip-Horlicks-100ml,
177-298,177,FOOD AND BEVARAGES,Ip-Horlicks-200ml,
177-299,177,FOOD AND BEVARAGES,Ip-Fresh Butter Milk,
177-300,177,FOOD AND BEVARAGES,Ip-Lassi,
177-301,177,FOOD AND BEVARAGES,Ip-T.C.Water,
177-302,177,FOOD AND BEVARAGES,Ip-G/P/A Juice,
177-303,177,FOOD AND BEVARAGES,Ip-PA/W/M/O Juice,
177-304,177,FOOD AND BEVARAGES,Ip-Carrot Juice,
177-305,177,FOOD AND BEVARAGES,Ip-Banana-1,
177-306,177,FOOD AND BEVARAGES,Ip-Any Cut Fruit,
177-307,177,FOOD AND BEVARAGES,Ip-Meals,
177-308,177,FOOD AND BEVARAGES,Ip-Plain Rice Bowl,
177-309,177,FOOD AND BEVARAGES,Ip-Flv Rice,
177-310,177,FOOD AND BEVARAGES,Ip-Curd Rice,
177-311,177,FOOD AND BEVARAGES,Ip-Veg Curry Cutorie,
177-312,177,FOOD AND BEVARAGES,Ip-Veg Curry Bowl,
177-313,177,FOOD AND BEVARAGES,Ip-Paneer Curry,
177-314,177,FOOD AND BEVARAGES,Ip-Veg Fried Rice,
177-315,177,FOOD AND BEVARAGES,Ip-Egg Fried Rice,
177-316,177,FOOD AND BEVARAGES,Ip-Chicken Fried Rice,
177-317,177,FOOD AND BEVARAGES,Ip-Egg Noodles,
177-318,177,FOOD AND BEVARAGES,Ip-Chicken Noodles,
177-319,177,FOOD AND BEVARAGES,Ip-Egg Curry,
177-320,177,FOOD AND BEVARAGES,Ip-Egg Bujji,
177-321,177,FOOD AND BEVARAGES,Ip-Chicken Curry(S/L),
177-322,177,FOOD AND BEVARAGES,Ip-Chicken Curry(B/L),
177-323,177,FOOD AND BEVARAGES,Ip-Mutton Curry-100gms (B/L),
177-324,177,FOOD AND BEVARAGES,Ip-Fish Curry(B/L),
177-325,177,FOOD AND BEVARAGES,Ip-Chicken Biryani,
177-326,177,FOOD AND BEVARAGES,Ip-Veg Biryani,
177-327,177,FOOD AND BEVARAGES,Ip-Pea Nuts,
177-328,177,FOOD AND BEVARAGES,Ip-Roasted Cashew-50gms,
177-329,177,FOOD AND BEVARAGES,Ip-Any Salad,
177-330,177,FOOD AND BEVARAGES,Ip-Any Veg Soup,
177-331,177,FOOD AND BEVARAGES,Ip-Any Non Veg Soup,
177-332,177,FOOD AND BEVARAGES,IP-Chudwa,
177-333,177,FOOD AND BEVARAGES,Ip-Curd Cutorie,
177-334,177,FOOD AND BEVARAGES,Ip-Rasgulla-1,
177-335,177,FOOD AND BEVARAGES,Ip-Any sweet,
177-336,177,FOOD AND BEVARAGES,Ip-Any Java/Kanjee,
177-337,177,FOOD AND BEVARAGES,Ip-Egg Flip,
177-338,177,FOOD AND BEVARAGES,Good Day Kaju Big,
177-339,177,FOOD AND BEVARAGES,Good Day Kaju Small,
177-340,177,FOOD AND BEVARAGES,Good Day Butter Big,
177-341,177,FOOD AND BEVARAGES,Good Day Butter Small,
177-342,177,FOOD AND BEVARAGES,Marrie Gold Big,
177-343,177,FOOD AND BEVARAGES,Marrie Gold Medium,
177-344,177,FOOD AND BEVARAGES,Marrie Gold Small,
177-345,177,FOOD AND BEVARAGES,Milk Bikes Big,
177-346,177,FOOD AND BEVARAGES,Milk Bikes Medium,
177-347,177,FOOD AND BEVARAGES,50-50 Big,
177-348,177,FOOD AND BEVARAGES,Milk Bikes Small,
177-349,177,FOOD AND BEVARAGES,50-50 Small,
177-350,177,FOOD AND BEVARAGES,Nutrition Choice,
177-351,177,FOOD AND BEVARAGES,Britania Cakes,
177-352,177,FOOD AND BEVARAGES,Pepsi-500ml,
177-353,177,FOOD AND BEVARAGES,PEPSI/DIET CAN,
177-354,177,FOOD AND BEVARAGES,7up-500ml,
177-355,177,FOOD AND BEVARAGES,Mirinda-500ml,
177-356,177,FOOD AND BEVARAGES,Slice-500ml,
177-357,177,FOOD AND BEVARAGES,Slice Tetra-200ml,
177-358,177,FOOD AND BEVARAGES,Badam Milk,
177-359,177,FOOD AND BEVARAGES,Soya Milk,
177-360,177,FOOD AND BEVARAGES,Butter Milk Pkts,
177-361,177,FOOD AND BEVARAGES,Snacks-3,
177-362,177,FOOD AND BEVARAGES,Snacks,
177-364,177,FOOD AND BEVARAGES,Samosa-1,
177-365,177,FOOD AND BEVARAGES,Bailley Water-1ltr,
177-366,177,FOOD AND BEVARAGES,Aquafina-500ml,
177-367,177,FOOD AND BEVARAGES,Pulpy Orange,
177-368,177,FOOD AND BEVARAGES,IP ICECREAM,
177-369,177,FOOD AND BEVARAGES,IP PULKA- 1 PC,
177-370,177,FOOD AND BEVARAGES,IP SAMBAR IDLY,
177-371,177,FOOD AND BEVARAGES,IP-KICHIDI,
177-372,177,FOOD AND BEVARAGES,IP-ANY VEG FRY,
177-373,177,FOOD AND BEVARAGES,IP-IDLY-2 WADA-1,
177-374,177,FOOD AND BEVARAGES,MIRINDA CAN,
177-375,177,FOOD AND BEVARAGES,IP-CHICKEN GRILLED SANDWICH,
177-381,177,FOOD AND BEVARAGES,BEANS FRY,
177-380,177,FOOD AND BEVARAGES,CURD,
177-379,177,FOOD AND BEVARAGES,CHOLE MASALA,
177-378,177,FOOD AND BEVARAGES,RICE,
177-377,177,FOOD AND BEVARAGES,IDLY,
177-376,177,FOOD AND BEVARAGES,DAL FRY,
177-382,177,FOOD AND BEVARAGES,FRESH JUICE ,
189-100,189,DIFFERENCE ACCOUMDIATION,DIFFERENCE ACCOMODATION,
214-100,214,ASSISTANT DOCTOR FEE,ASST DOCTOR VISITING CHARGE,
164-4,215,PROFESSIONAL CHARGES,PROFESSIONAL CHARGES,
164-68,178,PROCEDURE CHARGES,PROCEDURE CHARGES,
218-2,218,MRI,MRI SCAN,
218-158,218,MRI,MRI ANGIO (BRAIN),
218-157,218,MRI,MRI VENOGRAM,
218-156,218,MRI,MRI PERIPHERAL ANGIO,
218-155,218,MRI,MRI NECK ANGIO,
218-112,218,MRI,MRI BRAIN PLAIN,
218-113,218,MRI,MRI BRAIN WITH CONTRAST,
218-114,218,MRI,MRI ABDOMEN AND PELVIS PLAIN,
218-115,218,MRI,MRI UPPER ABDOMEN PLAIN,
218-116,218,MRI,MRI ANY SINGLE REGION SCREENING,
218-117,218,MRI,MRI CHEST PLAIN,
218-118,218,MRI,MRI NECK PLAIN,
218-119,218,MRI,MRI PELVIS  PLAIN,
218-120,218,MRI,MRI PNS PLAIN,
218-121,218,MRI,MRI ORBITS PLAIN,
218-122,218,MRI,MRI CVJ,
218-123,218,MRI,MRI SHOULDER,
218-124,218,MRI,MRI ELBOW,
218-125,218,MRI,MRI WRIST,
218-126,218,MRI,MRI HIP,
218-127,218,MRI,MRI KNEE,
218-128,218,MRI,MRI ANKLE,
218-129,218,MRI,MRI LEG,
218-130,218,MRI,MRI FOREARM,
218-131,218,MRI,MRI FOOT,
218-132,218,MRI,MRI THIGH,
218-133,218,MRI,MRI BRAIN WITH ANGIO,
218-134,218,MRI,MRI BRAIN WITH VENOGRAM,
218-135,218,MRI,MRI ARCH THORACIC AORTA ANGIO WITH CONTRAST,
218-136,218,MRI,MRI ABDOMINAL AORTA + RENAL (CONTRAST 20 ml),
218-137,218,MRI,MRCP,
218-138,218,MRI,MRI BRAIN PLAIN WITH SPECTROSCOPY,
218-139,218,MRI,MRI SPECTROSCOPY,
218-140,218,MRI,MRI FISTULOGRAM PLAIN,
218-141,218,MRI,MRI EPILEPSY PROTOCOL,
218-142,218,MRI,MRI BRACHIAL PLEXUS,
218-143,218,MRI,MR UROGRAPHY,
218-144,218,MRI,MRI DYNAMIC STUDY PITUITARY,
218-145,218,MRI,MRI STROKE EVALUATION,
218-146,218,MRI,MRI CERVICAL SPINE PLAIN,
218-147,218,MRI,MRI THORACIC SPINE PLAIN,
218-148,218,MRI,MRI LUMBAR SPINE PLAIN,
218-149,218,MRI,MRI SCREENING OF ANY SPINE,
218-150,218,MRI,MRI REGION OF INTEREST,
218-151,218,MRI,MRI POST CONTRAST,
218-152,218,MRI,MRI CD CHARGES,
218-153,218,MRI,MRI EACH EXTRA FILM CHARGES,
218-154,218,MRI,MR UROGRAPHY,
218-159,218,MRI,MRI BRAIN WITH CSF STUDY,
219-100,219,OPERATION CHARGES,OPERATION CHARGES,
220-100,220,DIABETIC CHARGES,DIABETIC  CHARGES,
221-100,221,HIGH RISK CHARGES,HIGH RISK CHARGES,
222-100,222,D CHARGES,D CHARGES,
211-100,211,IMPLANTS,IMPLANTS,
174-106,223,POP CHARGES,POP CHARGES-MAJOR,
224-100,224,DENTAL,ORAL SCREENING,
224-101,224,DENTAL,CLEANING,
224-102,224,DENTAL,POLISHING,
224-103,224,DENTAL,EXTRACTIONS,
224-104,224,DENTAL,IMPACTIONS,
224-105,224,DENTAL,SCALING,
224-106,224,DENTAL,GIC FILLINGS,
224-107,224,DENTAL,COMPOSITE FILLINGS,
224-108,224,DENTAL,CURETTAGE,
224-109,224,DENTAL,FLAP SURGERIES,
224-110,224,DENTAL,ORTHODONTIC TREATMENT,
224-111,224,DENTAL,ROOT CANAL TREATMENT- ANTERIOR,
224-112,224,DENTAL,ROOT CANAL TREATMENT- POSTERIOR,
224-113,224,DENTAL,COMPLETE DENTURE,
224-114,224,DENTAL,REMOVABLE PARTIAL DENTURE(PER TEETH),
224-125,224,DENTAL,ORAL & MAXILLO FACIAL SURGERY,
141-17,227,Bed Side Procedures,NEBULIZATION,
227-110,227,Bed Side Procedures,BED SIDE ENDOSCOPIC SCLERO THERAPY ( EST ),
227-111,227,Bed Side Procedures,BED SIDE ENDOSCOPIC VARICEAL LIGATION ( EVL ),
227-112,227,Bed Side Procedures,BED SIDE ENDOSCOPY,
227-113,227,Bed Side Procedures,BED SIDE ENDOSCOPY + BIOPSY,
227-114,227,Bed Side Procedures,BED SIDE ENDOSCOPY - Adernile,
227-115,227,Bed Side Procedures,BED SIDE COLONOSCOPY,
227-116,227,Bed Side Procedures,BED SIDE COLONOSCOPY + BIOPSY,
227-117,227,Bed Side Procedures,BED SIDE SIGMOIDSCOPY,
227-118,227,Bed Side Procedures,BED SIDE SIGMOIDSCOPY + BIOPSY,
227-119,227,Bed Side Procedures,SUTURING - MINOR,
227-120,227,Bed Side Procedures,SUTURING - MAJOR,
230-110,230,DIETARY,DIET COUNSELLING,
232-101,232,SERVICES CHARGES,SUR CHARGES,
232-100,232,SERVICES CHARGES,SERVICES CHARGES,
163-1,163,OT Refund Amount,OT Refund Amount,
190-1,190,EMERGENCY CHARGES,ER CATHERRERISATION,
190-2,190,EMERGENCY CHARGES,ER NEBULIZATION,
190-3,190,EMERGENCY CHARGES,ER IV INJECTION,
190-4,190,EMERGENCY CHARGES,ER IM INJECTION,
190-5,190,EMERGENCY CHARGES,ER IV INFUSION,
190-6,190,EMERGENCY CHARGES,ER MINOR DRESSING,
190-7,190,EMERGENCY CHARGES,ER MAJOR DRESSING,
190-8,190,EMERGENCY CHARGES,ER POP MINOR,
190-9,190,EMERGENCY CHARGES,ER POP MAJOR,
190-10,190,EMERGENCY CHARGES,ER ICD,
190-11,190,EMERGENCY CHARGES,ER CENTRAL LINE,
190-12,190,EMERGENCY CHARGES,ER INTUBATION,
190-13,190,EMERGENCY CHARGES,ER LVP,
190-14,190,EMERGENCY CHARGES,ER RYLES TUBE INSERTION,
190-15,190,EMERGENCY CHARGES,ER TRACHEOSTOMY TUBE CHANGING,
190-16,190,EMERGENCY CHARGES,ER CPR CHARGES,
190-17,190,EMERGENCY CHARGES,ER SUTURING MINOR,
190-18,190,EMERGENCY CHARGES,ER SUTURING MAJOR,
190-19,190,EMERGENCY CHARGES,ER TRACHEOSTOMY PROCEDURE  ,
190-20,190,EMERGENCY CHARGES,ER 02 CHARGES (PER HOUR),
190-21,190,EMERGENCY CHARGES,ER DISSLOCATED JOINT REDUCTION,
190-22,190,EMERGENCY CHARGES,ER FB REMOVAL,
190-23,190,EMERGENCY CHARGES,ER VENTILATOR CHARGES(PER HOUR),
_00BARME10368,_00BARME10368,BARIUM MEAL,biochemistry,
_00(AF10463,_00(AF10463,(AFTER 75GRAMS ORAL GLUCOSE),biochemistry,
_0017-UR10158,_0017-UR10158,17-KETOSTEROIDS(24-HOUR URINE),biochemistry,
_001ST10464,_001ST10464,1ST HOUR PLASMA GLUCOSE,biochemistry,
_001testos,_001testos,TESTOSTERONE,biochemistry,
_0024 hr10303,_0024 hr10303,24 hr Urine MAGNESIUM,biochemistry,
_0024UR10131,_0024UR10131,24 URINARY MANGANESE,biochemistry,
_0024UR10132,_0024UR10132,24 URINE CITRATE,biochemistry,
_0024UR10133,_0024UR10133,24 URINE OXALATE,biochemistry,
_0024UR10134,_0024UR10134,24 URINE FOR PH,biochemistry,
_0025OH10054,_0025OH10054,25 OH VITAMIN D( HYDROXY CHOLECALCIFEROL),biochemistry,
_002ND10465,_002ND10465,2ND HOUR PLASMA GLUCOSE,biochemistry,
_005-H10122,_005-H10122,5-HT(Serotonin),biochemistry,
_005HIn10121,_005HIn10121,5-HIAA(5-Hydroxy Indole Acetic Acid) Urine,biochemistry,
_00AC10045,_00AC10045,ADENOSINE DI AMINASE ( ADA )  CSF FLUID,biochemistry,
_00ACE( 1019,_00ACE( 1019,ACETONE ( KETONE ),biochemistry,
_00ACEAM1018,_00ACEAM1018,ACETO AMINOPHEN,biochemistry,
_00ACEPA1015,_00ACEPA1015,ACETAMINOPHEN( PARACETAMOL ),biochemistry,
_00ACT,_00ACT,ACTH,biochemistry,
_00ADE046,_00ADE046,ADENOSINE DI AMINASE ( ADA ) PLEURAL  FLUID,biochemistry,
_00ADE047,_00ADE047,ADENOSINE DI AMINASE ( ADA ) -SERUM,biochemistry,
_00ADEDI10088,_00ADEDI10088,ADENOSINE DI AMINASE ( ADA ) ASCETIC FLUID,biochemistry,
_00ALB10061,_00ALB10061,ALBUMIN - SERUM,biochemistry,
_00ALBFO10085,_00ALBFO10085,ALBUMIN FOR PLEURAL FLUID,biochemistry,
_00ALC1020,_00ALC1020,ALCOHOL,biochemistry,
_00ALP1021,_00ALP1021,ALPRAZOLAM,biochemistry,
_00ALPFE10125,_00ALPFE10125,ALPHA FECO PROTEIN (AFP) -ASCITIC FLUID,biochemistry,
_00AMP1022,_00AMP1022,AMPHETAMINES,biochemistry,
_00ANAN10093,_00ANAN10093, ANTI THYROPEROXIDASE ANTIBODY,biochemistry,
_00ANGCO10115,_00ANGCO10115,ANGIOTENSIN CONVERTING ENZYME (ACE),biochemistry,
_00ANTTH,_00ANTTH,ANTI THYROGLOBULIN ANTIBODIES,biochemistry,
_00ARS1023,_00ARS1023,ARSENIC,biochemistry,
_00ASCFL859,_00ASCFL859,ASCTIC FLUID ALBUMIN,biochemistry,
_00ATE1024,_00ATE1024,ATENEZOL,biochemistry,
_00BAR1025,_00BAR1025,BARBITURATES,biochemistry,
_00BARWI1026,_00BARWI1026,BARBITURATES WITH TITRE,biochemistry,
_00bbg077,_00bbg077,K (POTASSIUM) -  SERUM (DONOR BLOOD BAG),biochemistry,
_00bbg080,_00bbg080,NA (SODIUM) -  SERUM (DONOR BLOOD BAG),biochemistry,
_00BEBE10230,_00BEBE10230, BETA - 2 MACROGLOBULIN SERUM,biochemistry,
_00BEN1027,_00BEN1027,BENZENE,biochemistry,
_00BEN1028,_00BEN1028,BENZODIAZEPINES,biochemistry,
_00BENWI1029,_00BENWI1029,BENODIAZIPINE WITH TITRE,biochemistry,
_00BETHC855,_00BETHC855,BETA HCG,biochemistry,
_00BETMI10069,_00BETMI10069,BETA-II MICROGLOBULIN,biochemistry,
_00bi037,_00bi037,URINE FOR PROTEIN-CREATININE RATIO,biochemistry,
_00bi831,_00bi831,TOTAL CHOLESTEROL,biochemistry,
_00bi843,_00bi843,SERUM PHENYTOIN LEVELS,biochemistry,
